gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
LOC105375118	2	0	4	2	6	0	7	3	6	0	2
LOC124901809	0	0	1	0	3	1	2	0	1	0	0
LOC442497	3	0	0	0	1	1	2	0	0	0	0
LOC116435278	0	0	1	0	1	0	2	1	1	0	1
LOC112267991	0	1	0	0	3	0	0	0	0	0	0
LOC124901566	0	0	0	0	0	0	0	0	0	0	0
PDGFA	506	103	295	121	499	117	481	130	485	132	489
PDGFA-DT	15	4	1	9	9	4	12	0	11	4	8
PRKAR1B	559	109	326	97	428	84	403	135	383	90	398
PRKAR1B-AS2	0	0	1	0	3	0	0	0	0	0	0
PRKAR1B-AS1	7	2	4	1	5	0	5	1	3	2	12
LOC105375119	2	0	4	1	1	0	3	0	2	0	1
DNAAF5	445	126	304	113	394	118	417	94	307	71	302
LOC124901567	3	0	0	0	0	0	0	0	1	3	2
SUN1	1736	389	1239	363	1539	352	1570	409	1343	304	1458
LOC124901568	1	1	7	0	19	1	2	5	11	4	2
GET4	1466	248	855	247	983	269	1088	270	1062	252	1080
ADAP1	916	175	509	139	630	174	694	171	558	173	650
LOC124901569	6	1	3	0	4	0	1	1	0	0	0
COX19	549	127	339	116	403	94	429	115	443	100	386
C7orf50	1127	177	550	126	606	156	636	192	605	158	669
CYP2W1	421	78	271	94	339	95	314	98	288	86	288
LOC124901570	7	3	3	3	3	0	2	2	5	0	4
MIR339	2	0	0	0	2	0	0	0	2	0	0
GPR146	54	15	47	10	74	17	50	18	65	13	64
LOC105375120	0	0	0	0	1	0	6	0	2	1	4
GPER1	15	3	9	1	21	2	8	4	18	1	14
LOC102723758	0	0	0	5	3	3	4	0	3	0	5
ZFAND2A	391	81	261	53	288	85	299	83	279	70	322
ZFAND2A-DT	65	13	34	6	35	22	49	8	26	11	44
UNCX	3	0	1	0	0	0	3	0	0	1	1
MICALL2	783	157	525	140	699	135	738	176	637	159	653
MICALL2-DT	6	3	4	1	12	0	7	0	4	0	6
INTS1	1924	406	1253	357	1438	382	1569	437	1476	355	1641
LOC124901572	3	0	0	0	5	0	3	2	0	0	1
MAFK	522	90	248	98	444	89	386	112	467	99	495
LOC100128653	55	15	30	21	54	13	52	13	67	8	61
TMEM184A	1034	138	498	171	795	211	753	216	862	202	919
PSMG3	391	80	210	63	176	58	259	69	223	48	263
PSMG3-AS1	66	11	47	12	52	16	56	15	57	8	37
LOC105375123	1	0	3	0	0	0	0	0	1	0	1
TFAMP1	0	0	0	0	0	0	2	0	0	0	0
LOC105375303	0	0	0	0	0	0	0	0	0	0	0
ELFN1	45	10	34	12	45	6	42	10	42	4	22
LNCRI	0	0	0	0	0	0	0	0	0	0	0
LOC124901819	0	0	0	0	0	0	0	0	1	0	1
LOC105375124	0	0	2	0	2	1	2	0	1	0	1
ELFN1-AS1	57	14	64	12	32	14	33	22	50	8	45
MAD1L1	307	68	191	46	254	68	238	62	195	82	229
LOC100127955	0	0	0	0	1	0	0	0	0	0	0
MIR4655	0	0	0	0	0	0	0	0	0	0	0
LOC124901573	0	1	0	2	0	0	3	0	0	1	0
SNORA114	1	0	0	0	0	0	0	0	0	0	0
LOC105375127	42	5	22	7	35	9	35	16	28	1	43
LOC105375126	0	0	3	0	1	1	0	0	0	0	0
MRM2	411	97	295	85	259	88	327	70	265	67	324
NUDT1	224	38	112	26	115	30	143	47	121	27	126
SNX8	960	159	525	150	611	183	688	215	707	183	742
MIR6836	0	0	0	0	0	0	0	0	0	0	0
EIF3B	3658	722	2314	695	2854	763	3046	748	2481	661	2685
CHST12	300	78	217	49	228	56	227	87	207	59	258
GRIFIN	1	0	0	0	0	2	0	0	0	0	0
LOC107986759	0	0	0	0	0	0	0	0	0	0	0
LFNG	100	21	60	17	109	23	70	19	73	19	116
MIR4648	0	0	0	0	0	0	0	0	0	0	0
BRAT1	712	155	399	89	468	125	475	129	471	105	494
IQCE	437	99	247	94	375	94	383	89	296	79	371
LOC107986760	114	19	52	17	96	20	82	21	64	23	95
TTYH3	3284	637	2051	600	2614	676	2565	749	2407	558	2751
AMZ1	154	43	123	40	171	44	162	37	146	39	175
GNA12	894	227	674	181	735	167	657	188	617	168	765
CARD11	13	0	5	0	5	0	6	0	0	0	0
CARD11-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105375130	0	0	0	0	0	0	0	0	0	0	0
LOC100129603	0	0	0	0	0	0	0	0	0	0	0
LOC124901574	0	0	0	0	0	0	0	0	0	0	0
LOC124901575	0	0	0	0	0	0	0	0	0	0	0
SDK1-AS1	0	0	0	0	0	0	1	0	0	0	0
SDK1	9	2	15	7	13	3	8	2	11	4	8
LOC124901577	0	0	0	0	0	0	0	0	0	0	0
LOC124901576	0	0	0	0	0	0	1	0	0	0	0
LOC105375131	19	9	8	5	7	5	15	6	12	5	9
LOC124901578	0	0	0	0	0	0	0	0	0	0	0
LOC124901579	1	0	2	0	0	0	0	0	0	0	0
LOC105375133	0	0	0	0	0	0	0	0	0	0	0
LOC124901580	0	0	0	0	0	0	0	0	0	0	0
FOXK1	908	180	619	239	806	210	934	216	718	177	816
LOC124901581	7	0	0	0	0	2	6	0	5	2	2
AP5Z1	1003	147	523	187	682	194	725	234	737	143	765
MIR4656	5	0	2	1	3	0	9	0	2	0	7
RADIL	4	0	0	0	3	0	4	1	1	0	1
SNORD165	0	0	0	0	0	0	0	0	0	0	0
PAPOLB	0	0	0	0	0	0	0	0	0	0	0
MMD2	0	0	0	0	0	0	0	0	0	0	0
RNF216P1	311	56	206	53	202	50	204	69	195	56	207
RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0
RBAK	412	97	381	73	377	105	357	101	320	70	286
RBAKDN	0	0	1	0	6	0	0	0	2	2	0
ZNF890P	0	0	0	0	0	0	0	0	0	0	0
WIPI2	1116	259	814	247	964	245	906	302	911	236	1040
SLC29A4	1576	283	977	358	1400	266	1129	320	1018	300	1101
TNRC18	1699	291	1024	385	1378	373	1459	395	1338	366	1464
LINC02983	21	4	6	3	14	5	9	7	13	2	20
LINC03073	25	7	7	1	22	2	14	5	25	8	21
FBXL18	493	143	358	90	407	127	475	108	340	95	457
LOC124901847	0	0	0	0	0	0	0	0	0	0	0
MIR589	0	1	3	1	4	0	0	0	1	0	0
LOC221946	9	0	3	5	4	2	7	1	10	5	4
ACTB	49652	10769	34244	9854	40683	10254	42367	11962	39868	9661	42248
FSCN1	572	124	335	121	560	107	447	103	442	102	447
RNF216	961	207	640	199	764	199	747	185	695	142	684
RNF216-IT1	0	0	0	0	0	0	0	0	0	0	0
MIR6874	0	0	0	0	0	0	0	0	0	0	0
ZNF815P	35	7	21	2	18	6	6	5	22	2	22
OCM	0	0	0	0	1	1	0	0	0	0	0
CCZ1	175	37	97	23	128	32	157	36	90	43	104
RSPH10B	0	0	0	0	1	0	0	0	0	0	1
PMS2	479	90	328	86	397	115	402	88	339	80	373
AIMP2	251	71	203	59	194	55	248	59	202	36	176
SNORA80D	1	0	0	0	1	0	0	0	0	0	0
EIF2AK1	2304	585	1879	506	2096	462	2056	550	1966	483	2040
ANKRD61	14	5	16	10	26	5	16	5	18	1	14
USP42	318	77	282	66	330	55	293	71	314	64	335
CYTH3	434	96	320	89	391	76	365	146	356	96	381
FAM220A	0	0	0	0	0	0	0	0	0	0	0
SAGSIN1	0	0	0	0	0	0	0	0	0	0	0
RAC1	2723	658	2114	539	2585	642	2441	616	2170	555	2342
DAGLB	342	65	225	85	325	59	315	71	232	60	318
KDELR2	8937	1943	6442	1782	6760	1697	7184	1853	6314	1416	6697
GRID2IP	27	9	19	5	17	9	16	1	12	1	22
LOC101927325	3	2	4	1	11	1	5	2	4	7	8
ZDHHC4	666	163	481	104	500	114	539	130	444	120	470
LOC124901582	0	0	0	0	1	0	1	0	0	0	0
INTS15	319	66	231	51	230	52	290	62	245	63	288
ZNF853	135	21	77	24	83	20	94	31	79	23	88
ZNF316	719	122	459	143	564	145	622	206	613	126	667
LOC124901583	0	0	0	0	0	0	0	0	0	0	0
ZNF12	744	187	623	146	588	177	618	137	466	116	549
SPDYE20P	0	0	4	0	0	0	0	1	0	1	2
PMS2CL	153	28	114	36	117	31	131	37	95	20	125
RSPH10B2	61	9	29	20	56	11	41	22	41	8	48
CCZ1B	257	77	229	42	246	60	215	59	237	47	255
LOC112267992	0	0	0	0	0	0	0	1	0	0	0
LOC107986763	0	0	0	0	0	0	0	0	0	0	0
LOC105375138	21	6	13	8	30	2	29	7	16	11	25
LOC124901585	0	0	0	0	1	0	0	0	0	0	0
MIR3683	0	0	0	0	0	0	0	0	0	0	0
LOC100131257	3	0	0	0	0	1	5	1	3	2	1
LOC124901584	0	0	0	0	0	0	0	0	0	0	4
C1GALT1	826	203	735	213	874	204	819	241	721	189	789
LINC03016	2	6	10	8	6	2	8	0	4	5	13
LOC107986764	3	1	3	3	3	2	7	0	3	3	6
COL28A1	246	35	141	44	178	36	215	44	190	41	210
MIOS-DT	32	10	17	6	21	7	18	11	30	5	40
MIOS	433	121	280	80	375	83	346	102	353	91	317
RPA3	481	94	315	52	246	75	250	95	302	59	284
UMAD1	324	72	239	73	280	48	277	59	247	64	282
LOC105379719	5	0	13	0	2	2	7	3	5	0	3
LOC124901586	0	0	1	0	0	1	2	0	0	0	0
GLCCI1-DT	0	0	1	0	2	0	1	0	0	0	3
GLCCI1	439	99	282	73	464	84	419	94	354	112	434
LOC105375142	0	0	0	0	0	0	0	0	2	0	0
ICA1	299	58	173	57	207	63	263	75	203	65	282
LOC124901587	0	0	0	0	0	0	0	0	0	0	3
ICA1-AS1	39	12	32	15	45	13	72	12	35	2	42
NXPH1	14	2	10	3	11	1	8	4	5	3	12
LOC105375144	0	0	0	0	0	0	0	0	0	0	0
LOC105375148	1	0	0	0	0	0	0	0	0	0	0
PER3P1	0	0	0	0	0	0	0	0	0	0	0
LOC105375145	0	0	0	0	0	0	0	0	0	0	0
LOC105375147	0	0	0	0	0	0	0	0	0	0	0
LOC105375146	0	0	0	0	0	0	0	0	0	0	0
LOC105375149	0	0	0	0	0	0	0	0	0	0	0
LOC105375150	3	0	0	0	0	0	0	0	0	0	0
LOC124901860	0	0	0	0	0	0	0	0	0	0	0
MGC4859	0	0	0	0	0	0	0	0	0	0	0
LOC124901588	0	0	0	0	0	0	0	0	0	0	0
LOC107986766	0	0	0	0	0	0	0	0	0	0	0
LOC124900231	0	0	0	0	0	0	0	0	0	0	0
LOC100131472	0	0	0	0	0	0	0	0	0	0	0
NDUFA4	3059	585	1872	430	1781	475	1996	581	1996	458	2165
LOC107986767	0	0	0	0	0	0	0	0	0	0	3
PHF14	731	200	627	142	630	129	569	154	493	125	524
LOC124901590	0	0	0	0	0	0	1	0	0	0	0
THSD7A	10	3	7	5	8	1	11	1	6	0	7
LOC105375151	0	0	0	0	0	0	0	0	0	0	0
LOC124901589	0	0	0	0	0	0	0	0	2	0	1
TMEM106B	1799	487	1498	401	1625	429	1617	414	1413	402	1736
VWDE	12	2	14	4	1	0	3	3	13	0	1
LOC105375154	0	0	0	0	0	0	0	0	0	0	0
LOC105375155	0	0	0	0	0	0	0	0	0	0	0
LOC105375156	1	0	8	2	1	0	2	1	0	0	1
LOC102725191	3	0	3	1	7	4	2	3	5	0	6
LOC107986768	1	0	0	1	1	2	0	0	3	0	0
SCIN	28	6	29	8	23	10	29	11	23	10	31
LOC105375157	0	0	0	0	0	0	0	0	0	0	0
ARL4A	474	116	335	98	374	77	364	99	317	64	387
LOC124900237	0	0	0	0	0	0	0	0	0	0	0
LOC105375158	7	6	8	1	14	3	3	9	5	0	18
LOC107986770	26	3	20	2	17	5	15	7	14	4	26
LOC105375161	173	48	141	36	131	21	135	38	129	32	131
ETV1	2	0	0	0	1	0	1	0	1	0	2
LOC105375162	0	0	0	0	0	0	0	0	0	0	0
DGKB	0	0	0	0	0	0	0	0	0	0	1
LOC105375164	0	0	0	0	0	0	0	0	0	0	0
AGMO	110	32	59	10	73	15	98	25	88	25	81
LOC124901592	0	0	0	0	0	0	0	0	0	0	0
LOC124901591	0	0	0	0	0	0	0	0	1	0	0
MEOX2	0	0	0	0	0	0	0	0	0	0	0
LOC105375166	188	46	172	37	140	33	161	38	127	35	178
LINC02587	2	0	0	0	0	0	0	0	0	0	0
LOC101927558	0	0	0	0	0	0	0	0	0	0	0
LOC105375167	1	0	0	1	0	0	1	0	0	1	2
CRPPA	162	33	107	22	90	25	123	35	88	25	84
CRPPA-AS1	10	0	4	0	1	0	3	1	1	1	1
LOC105375168	9	5	8	1	1	0	4	2	4	2	4
SOSTDC1	55	17	66	6	49	18	46	7	46	10	32
LRRC72	0	0	0	0	0	0	0	0	0	0	0
ANKMY2	688	159	537	117	557	114	552	124	536	143	555
LOC105375169	12	4	12	6	20	0	11	3	7	2	10
BZW2	2475	494	1611	441	1664	474	1836	463	1740	454	1838
TSPAN13	4484	869	2926	770	3281	867	3398	917	3010	787	3653
LOC124901593	33	3	32	10	35	10	31	9	29	12	37
AGR2	14186	3194	10556	2423	10281	2548	11134	3130	10162	2528	10776
AGR3	105	26	75	27	91	17	84	16	85	23	132
LOC124901594	1	1	0	1	3	0	1	0	2	1	1
LOC105375170	3	1	0	3	5	0	3	4	4	0	5
LOC124901595	2	3	0	0	0	0	0	0	1	1	2
LOC124901596	0	0	0	0	0	0	0	0	0	0	0
LOC107986772	1	1	1	0	1	1	4	0	1	1	1
LOC101927609	3	3	0	0	1	1	5	0	3	0	5
AHR	1152	288	875	202	919	258	1068	252	861	205	993
LOC105375171	0	0	1	0	1	0	0	0	1	0	0
LINC02888	5	0	0	1	7	1	4	0	4	0	8
LOC105375172	264	101	319	92	398	81	347	122	358	81	395
LINC02889	45	6	29	16	47	9	67	15	44	13	40
SNX13	1137	293	895	253	1036	217	1048	229	776	199	1017
PRPS1L1	0	0	0	0	0	0	0	0	0	0	0
HDAC9	6	5	6	16	37	10	39	13	54	11	49
MIR1302-6	0	0	0	0	0	0	0	0	0	0	0
LOC124901598	0	0	0	0	0	0	0	0	0	0	0
HDAC9-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124901597	0	0	0	0	0	0	0	0	0	0	0
TWIST1	0	0	0	0	0	0	0	0	0	0	2
FERD3L	0	0	0	0	0	0	0	0	0	0	0
LOC107986773	0	0	0	0	0	0	0	0	0	0	0
LOC105375179	0	0	0	0	0	0	0	0	0	0	0
LOC105375180	0	0	0	0	0	0	0	0	0	0	0
POLR1F	436	111	391	71	319	92	356	101	287	82	276
MIR3146	0	0	0	0	3	0	0	0	0	0	0
TMEM196	0	0	0	0	0	0	0	0	0	0	0
LOC107986774	1	0	0	0	0	0	1	0	1	0	0
LOC105379720	0	0	0	0	0	0	2	0	0	0	0
LOC101927668	3	0	3	0	7	0	3	0	2	0	1
LOC105375181	0	0	0	0	0	0	0	0	0	0	0
MACC1	1601	380	1388	339	1599	429	1711	493	1416	338	1669
MACC1-AS1	0	0	0	0	0	0	0	0	0	1	3
GIRGL	39	8	35	5	43	3	29	10	43	14	31
LOC101927769	0	0	0	0	0	0	0	0	0	0	0
ITGB8-AS1	11	1	7	1	12	8	3	3	10	7	9
ITGB8	120	32	103	36	107	31	103	32	123	32	137
LOC124900239	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	1	0	2	1	0
SP8	257	52	152	36	133	29	128	63	147	37	136
RPL23P8	0	0	0	0	1	0	2	0	1	0	0
LINC01162	0	0	2	0	0	0	0	0	1	0	0
SP4	211	33	152	41	175	41	152	44	136	33	148
MIR1183	0	0	0	0	0	0	0	0	0	0	0
DNAH11	56	21	66	11	72	20	65	12	73	11	67
LOC105375183	0	0	0	0	0	0	0	0	0	0	0
LOC124901599	0	0	0	0	0	0	0	0	0	0	0
LOC107986775	3	0	2	1	6	1	6	0	1	0	1
CDCA7L	64	18	53	16	56	2	61	22	48	9	52
RAPGEF5	541	148	499	134	523	127	486	163	443	95	482
STEAP1B	6	1	6	2	8	2	5	1	3	0	6
STEAP1B-AS1	105	5	51	14	71	30	87	22	73	15	73
LOC401312	0	0	0	0	1	0	0	0	0	0	0
IL6-AS1	0	0	0	0	0	0	0	0	0	0	0
IL6	0	0	0	0	0	0	0	0	0	0	1
TOMM7	1749	315	932	286	1140	288	1289	314	1054	300	1315
LOC112267993	0	0	0	0	2	0	0	0	0	0	2
SNHG26	8	2	7	3	9	3	5	7	5	4	3
SNORD93	0	0	2	0	0	0	1	0	0	0	0
LOC107986776	2	0	0	0	1	0	0	2	0	0	0
LOC124901600	0	0	0	0	2	0	0	0	0	0	0
HYCC1	1203	261	967	211	977	201	986	242	831	167	880
LOC105375185	0	0	0	0	0	0	0	0	0	0	0
LOC105375186	0	0	0	0	0	0	1	0	0	0	0
KLHL7-DT	15	3	12	6	21	2	15	0	17	5	9
KLHL7	573	116	347	105	439	85	417	116	345	96	352
NUP42	315	90	262	73	289	69	252	71	262	75	236
LOC101927890	0	0	0	0	0	0	0	0	0	0	0
GPNMB	5	0	10	0	11	2	10	2	7	0	7
MALSU1	641	138	416	95	437	80	434	100	384	88	409
IGF2BP3	1394	384	1278	278	1236	283	1274	291	965	238	1153
SNORD65C	0	0	0	0	1	0	0	1	0	0	0
RPS2P32	3	0	0	0	1	0	0	1	4	0	1
TRA2A	658	169	543	143	624	168	645	189	551	128	605
CLK2P1	0	0	0	0	0	0	0	0	0	0	0
LOC105375187	0	0	0	0	0	0	0	0	0	0	0
CCDC126	343	86	251	66	255	39	211	56	182	52	229
FAM221A	107	19	55	23	75	12	72	19	66	11	86
STK31	659	155	426	102	486	115	440	92	378	104	424
LOC124901835	0	0	0	0	0	0	0	0	0	0	0
LOC105375188	0	0	0	0	0	0	0	0	0	0	0
LOC107986777	0	0	0	1	2	0	0	1	2	0	1
LOC124901831	0	0	0	0	0	0	0	0	0	0	0
NPY	0	0	0	0	0	0	0	0	0	0	0
LOC124901601	0	0	0	0	0	0	0	0	0	0	0
PALS2	1126	247	804	214	855	200	894	240	759	180	803
GSDME	560	116	395	139	482	121	493	152	525	129	615
LOC124901820	1	0	1	0	3	0	2	1	2	0	0
OSBPL3	1044	246	862	215	915	211	926	256	870	203	935
CYCS	3632	678	2312	606	2409	670	2696	671	2444	623	2550
SPMIP4	62	16	45	13	42	17	44	10	30	22	39
LOC124901603	3	0	0	0	0	0	0	0	0	0	0
LOC124901602	0	0	0	0	0	0	0	0	0	0	0
LOC105375191	1	0	0	0	0	0	0	0	0	0	2
NPVF	0	0	0	0	0	0	0	0	1	0	0
LOC124901858	0	0	0	0	0	0	0	0	0	0	0
LOC105375193	0	0	0	0	0	0	0	0	0	0	0
LOC105375195	0	0	0	0	0	0	0	0	0	0	0
LOC105375194	0	0	0	0	0	0	0	0	0	0	0
LOC124901604	0	0	0	0	0	0	0	0	0	0	0
LOC105375196	0	0	0	0	0	0	0	0	0	0	0
LINC03007	1	0	0	0	0	0	0	0	1	0	1
LOC100506236	0	0	0	0	0	0	0	0	0	0	0
LOC105375199	0	0	0	0	0	0	0	0	0	0	0
LOC105375200	0	0	0	0	0	0	0	0	0	0	0
MIR148A	0	0	0	0	0	0	0	0	0	0	0
LOC105375198	0	0	0	0	0	0	0	0	0	0	0
NFE2L3	550	140	413	124	471	103	444	123	432	92	430
HNRNPA2B1	12043	2365	7636	2135	8976	2024	8863	2482	8646	1876	8720
CBX3	2813	626	2113	489	2020	494	2232	608	1872	476	2192
SNX10	35	15	37	8	34	5	33	11	23	1	31
SNX10-AS1	0	0	0	1	0	0	0	0	0	0	0
LINC02981	2	0	2	0	5	0	4	1	3	0	0
LOC105375202	0	0	0	0	0	0	0	0	0	0	3
KIAA0087	0	0	0	0	0	0	0	0	0	0	0
LOC124901605	0	0	0	0	0	0	0	0	0	0	0
LINC03095	0	0	0	0	0	0	0	0	0	0	0
LOC101928077	1	0	0	0	1	1	2	0	1	0	1
LINC02860	0	0	0	0	0	0	0	0	0	0	2
SKAP2	641	111	497	131	493	139	615	130	479	101	491
LOC124901606	1	0	0	0	0	0	0	0	0	0	0
HOXA1	138	30	100	19	69	26	117	27	103	25	113
HOTAIRM1	65	13	34	4	34	11	42	8	42	2	36
HOXA2	6	1	2	0	8	0	5	2	8	3	12
HOXA3	197	43	119	37	145	29	175	42	172	32	176
HOXA-AS2	23	6	7	0	15	0	6	0	13	0	6
HOXA4	26	2	20	5	34	4	28	6	15	7	23
HOXA-AS3	3	0	0	0	0	0	0	0	0	0	0
HOXA5	23	5	32	7	15	9	13	4	15	2	22
HOXA6	11	1	4	0	4	4	8	0	8	2	3
HOXA7	30	4	14	7	16	5	10	3	23	7	21
HOXA10-HOXA9	0	0	0	0	2	0	2	0	0	0	0
HOXA9	9	1	3	2	3	3	4	6	7	2	11
HOXA10-AS	0	0	0	0	0	0	1	0	0	0	0
MIR196B	0	0	0	0	0	0	0	0	0	0	0
HOXA10	32	5	20	7	15	4	33	7	19	3	13
HOXA11	14	1	14	2	3	0	6	0	4	1	6
HOXA11-AS	6	0	1	0	7	2	3	0	6	0	9
HOXA13	93	24	93	12	95	18	88	27	112	25	86
HOTTIP	12	5	4	1	3	0	14	3	8	2	6
EVX1-AS	3	0	0	1	5	0	0	0	1	0	0
EVX1	5	2	0	0	1	0	0	1	0	0	1
LOC107986733	5	1	4	1	6	0	5	8	3	3	6
LOC105375206	0	0	0	0	0	0	0	0	0	0	0
LOC105375207	0	0	0	1	0	0	3	3	1	0	0
HIBADH	1875	400	1290	328	1390	311	1356	389	1280	304	1373
LOC107986699	2	0	0	0	7	0	0	0	3	0	0
TSL	6	0	7	0	1	1	0	0	3	1	4
LOC105375211	0	0	0	0	1	0	0	1	0	0	0
TAX1BP1-AS1	7	1	0	0	2	0	0	0	0	4	9
TAX1BP1	2963	693	2231	574	2630	596	2574	645	2476	599	2725
JAZF1	12	3	14	0	15	2	5	3	15	0	2
LOC105375208	0	0	0	0	0	0	0	0	0	0	0
JAZF1-AS1	0	0	0	0	0	0	0	0	0	0	0
CREB5	34	2	18	7	22	2	25	7	37	4	32
TRIL	6	1	8	0	9	3	3	0	8	0	14
CPVL-AS2	0	0	0	0	0	0	1	0	2	1	0
CPVL	2824	653	1938	459	1873	482	2146	545	1975	479	1972
CPVL-AS1	0	0	0	0	0	0	1	0	0	0	0
LOC128966558	0	0	0	0	0	0	0	0	0	0	0
CHN2	129	24	93	33	114	29	78	26	85	27	81
CHN2-AS1	35	12	36	8	42	12	28	4	27	9	27
PRR15-DT	97	30	66	29	87	14	105	27	97	15	106
PRR15	1048	174	536	243	980	240	1124	307	909	257	1277
LOC646762	65	20	47	13	68	16	71	26	60	13	57
MIR550A3	0	0	0	0	0	0	0	0	0	0	0
ZNRF2P2	0	0	0	0	0	0	0	0	0	0	0
DPY19L2P3	2	1	0	1	4	0	0	0	1	0	2
WIPF3	65	6	67	14	66	19	73	18	59	11	61
LOC124901827	0	0	1	0	1	0	0	0	0	0	0
SCRN1	2311	571	1743	511	2170	553	2215	569	1971	498	2177
FKBP14-AS1	6	0	1	1	7	2	6	0	1	0	3
FKBP14	255	81	195	45	231	49	239	51	173	56	218
PLEKHA8	496	139	398	99	463	91	442	107	382	101	408
LOC105375216	0	0	0	0	0	0	0	0	0	0	0
MTURN	34	5	18	6	33	14	28	7	22	10	32
LOC105375217	0	0	0	0	0	0	0	0	0	0	1
LOC124901607	0	0	0	1	0	0	0	0	0	0	0
LOC105375218	0	0	2	0	0	0	1	0	1	0	0
ZNRF2	141	31	101	33	124	32	124	21	87	32	115
MIR550A1	0	0	0	0	0	0	0	0	0	0	0
MIR550B1	0	0	0	0	0	0	0	0	0	0	0
DKFZP586I1420	28	7	34	8	44	10	29	15	18	12	15
LINC01176	0	1	0	0	0	0	0	0	0	1	1
NOD1	134	39	94	29	132	22	158	41	140	28	158
GGCT	1000	231	700	144	599	163	621	166	647	172	640
GARS1-DT	160	39	150	51	181	38	178	47	153	20	158
GARS1	1788	444	1467	393	1539	365	1659	481	1443	385	1480
LOC124901609	4	0	1	1	6	0	6	1	13	1	6
CRHR2	2	0	0	0	1	0	0	0	0	0	0
LOC124901608	0	0	0	0	0	0	0	0	0	0	0
LOC105375220	0	0	0	0	0	0	0	0	0	0	0
LOC105375219	0	0	0	0	0	0	0	0	0	0	0
INMT-MINDY4	0	0	0	0	0	0	0	0	0	0	0
INMT	0	0	0	0	3	0	0	0	0	0	1
MINDY4	0	0	0	0	0	0	0	0	0	0	0
AQP1	69	9	27	10	43	14	47	6	28	11	52
GHRHR	0	0	0	0	0	0	0	0	0	0	0
LOC105375222	0	0	0	0	1	0	0	0	0	0	0
LOC105375221	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0
LOC107986781	0	0	0	0	0	0	0	0	0	0	0
LOC107986782	0	0	0	0	0	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0	0	0	0	0	0
LOC105375224	0	0	0	0	0	0	0	0	0	0	0
ITPRID1	3	0	3	0	5	2	1	1	6	0	3
PDE1C	8	0	3	5	10	0	5	0	9	2	3
PPP1R17	0	0	0	0	0	0	0	0	0	0	0
LOC100130673	53	10	47	16	36	12	67	13	44	9	34
LSM5	767	148	543	102	475	114	480	115	486	90	510
AVL9	1565	374	1032	271	1318	314	1312	346	1261	263	1247
DPY19L1P1	6	1	1	5	8	2	6	1	2	1	7
ZNRF2P1	5	1	9	5	8	2	9	4	11	2	13
MIR550A2	0	0	0	0	0	0	0	0	0	0	0
MIR550B2	0	0	0	0	0	0	0	0	0	0	0
LINC00997	39	9	28	8	30	8	17	3	13	4	19
DPY19L1P2	0	0	0	0	0	0	0	0	0	0	0
KBTBD2	546	143	438	120	501	118	473	132	408	117	418
RP9P	155	37	135	30	135	32	131	32	140	23	96
FKBP9	1831	377	1343	429	1781	388	1691	463	1462	424	1652
NT5C3A	545	160	370	146	434	84	391	88	395	77	460
LOC124901610	0	0	1	0	0	0	0	2	1	0	6
RP9	52	5	33	8	30	9	30	10	30	12	42
BBS9	39	17	42	6	55	11	42	8	26	10	47
LOC124901611	0	0	0	0	0	0	3	0	0	2	1
FLJ20712	0	0	0	0	0	0	0	0	0	0	0
LOC124901612	0	0	0	0	0	0	0	0	0	0	0
LOC124901613	0	0	0	0	0	0	0	0	0	0	0
BMPER	0	0	0	0	0	2	0	0	0	0	0
NPSR1-AS1	14	2	8	1	7	4	5	2	7	0	3
NPSR1	0	0	0	0	0	0	0	0	3	0	0
DPY19L1	239	59	165	49	207	29	187	50	181	21	150
MIR548N	0	0	0	0	0	0	0	0	0	0	0
LOC102724723	0	0	1	0	1	0	0	0	0	0	1
LOC105375228	1	0	0	0	0	0	1	0	0	0	0
DPY19L2P1	0	0	0	0	0	0	0	0	0	0	0
TBX20	5	2	2	1	2	0	8	0	3	0	3
LOC401324	0	0	0	0	0	0	0	0	0	0	0
LOC105375230	0	0	0	0	0	0	0	0	0	0	0
LOC124901614	0	0	0	0	0	0	0	0	0	0	0
LOC101928421	9	1	6	1	8	0	6	1	7	4	11
HERPUD2	491	120	382	120	439	113	449	109	382	85	439
HERPUD2-AS1	92	24	73	14	85	14	100	20	63	14	86
LINC03013	1	1	1	0	4	1	3	0	1	0	2
LOC124901615	0	0	2	0	6	4	3	1	0	0	2
SEPTIN7-DT	20	2	19	6	16	3	24	5	13	4	27
SEPTIN7	2235	461	1606	413	1787	413	1827	485	1686	408	1645
LOC107986734	0	0	0	0	0	0	0	0	0	0	0
LOC105375233	0	0	0	0	0	0	0	0	0	0	0
LOC124901616	0	0	0	0	0	0	0	0	0	0	0
LOC124901617	0	0	0	0	0	0	0	0	0	0	0
LOC101928618	0	0	0	0	0	0	0	0	0	0	0
